epoch,acc,loss,lr,val_acc,val_loss
0,0.26415205136235514,0.523249290717869,0.001,0.038540747278611356,4.1857895679984525
1,0.2769926401503288,0.45546172547594266,0.001,0.038540747278611356,8.081713674769187
2,0.2874647666117707,0.4253654939755727,0.001,0.038540747278611356,6.5500894062797546
3,0.3199185717919759,0.36528715884241236,0.001,0.08737864077669903,3.7076381869651387
4,0.4016207328437825,0.295710048871917,0.001,0.3493674609478027,2.0995321639603324
5,0.4957720011034021,0.24429172553259715,0.001,0.43909973516363227,1.8130342226654124
6,0.5817608833312988,0.20982188288783937,0.001,0.4791115035060996,1.7448645732303898
7,0.631185405462691,0.18724587501831425,0.001,0.625625183921451,1.2351261021355104
8,0.6707837458803778,0.16918168052438282,0.001,0.5342747868115708,1.8117627073435547
9,0.6992052927720596,0.1558158169700328,0.001,0.5253015593917414,1.950889505755028
10,0.7226746006143381,0.1435338816661802,0.001,0.6847602239985016,1.1020257956282327
11,0.7432469464826837,0.13392386058823202,0.001,0.7378640782485888,0.9028239668941245
12,0.7588083305367846,0.12675356723524506,0.001,0.6835834069545215,1.1072160849749393
13,0.77178593813869,0.11997757655137616,0.001,0.7328626062632239,0.925937939861586
14,0.7827278419680406,0.11464750023096137,0.001,0.7077081493680426,1.0300059695915813
15,0.7975258378634585,0.10698042139107629,0.001,0.7656663724800249,0.7710119275423877
16,0.8091528342317497,0.10148555488841048,0.001,0.6778464249282348,1.278299645207566
17,0.8109340743327118,0.09977734143732858,0.001,0.7025595760303373,1.1307946904402124
18,0.8196053868955928,0.0957673433998928,0.001,0.7934686666413173,0.6858331007829797
19,0.8282375509859139,0.09216324788554126,0.001,0.7541924098478622,0.8459635478112585
20,0.8321719387650601,0.08924081509730453,0.001,0.7466902025624842,0.8686666167038404
21,0.8350297524717732,0.08736941142306968,0.001,0.8061194470364335,0.6507187470613981
22,0.8450712494218457,0.08353683963357338,0.001,0.7980288317113037,0.7156593980737278
23,0.8507281554891442,0.0803212275185482,0.001,0.8043542217598062,0.6976381232455114
24,0.8521766365041115,0.07964469537236943,0.001,0.7744924975304296,0.8291673675008506
25,0.8545842468085201,0.078428086960928,0.001,0.810091203768557,0.6642410139295416
26,0.861102411301204,0.07480241299011549,0.001,0.7714033543484883,0.8012743373238433
27,0.8635883183080576,0.07246951323913774,0.001,0.791556340468284,0.7702583289384912
28,0.8828100530174583,0.0622182842746559,0.000100000005,0.8339217416010523,0.5694829253597657
29,0.8896805514297701,0.05912333547210305,0.000100000005,0.8371579879064636,0.553250540860017
30,0.8921273099453966,0.05790450033576295,0.000100000005,0.8386290085669931,0.5545272882737353
31,0.8945544940754048,0.05712762750939557,0.000100000005,0.8343630485515028,0.5760850371876756
32,0.8933996243832293,0.056728212457445394,0.000100000005,0.8405413362305808,0.5405373724287628
33,0.894534919913794,0.05645377949029534,0.000100000005,0.8392174172029666,0.5620799565111829
34,0.8943196051814435,0.05599830327383448,0.000100000005,0.8480435420254042,0.5236448044635226
35,0.8956702158923736,0.05562197965255659,0.000100000005,0.8368637835534048,0.571549208646804
36,0.8974906046339012,0.05519380605369199,0.000100000005,0.849073256875319,0.5309164160909144
37,0.8966684934117001,0.055200040801272214,0.000100000005,0.8371579879590714,0.5739808441015088
38,0.8973731600002477,0.05485802647128883,0.000100000005,0.8449543981595613,0.5476868697284565
39,0.8987433446674484,0.05447054958753253,0.000100000005,0.8386290083390259,0.5738964297028631
40,0.8986063262641971,0.05428570198263265,0.000100000005,0.8476022357062474,0.5419870393526628
41,0.9003484182099433,0.053069260874410204,1.0000001e-05,0.8453957046540774,0.5438915942128387
42,0.9012879736177831,0.05278813715054628,1.0000001e-05,0.8451015004763781,0.5450019297897202
43,0.902286251361117,0.052429815289362296,1.0000001e-05,0.8478964401645217,0.5377646023191119
44,0.9028734731480055,0.052167571837247594,1.0000001e-05,0.8474551338979728,0.5363095819722137
